  0.21558147	 -0.92525394	  0.31213742
  0.80004389	 -0.27804288	  0.53162198
  0.79035179	 -0.55701053	  0.25511432
 -0.50950322	  0.73201848	  0.45227802
  0.32035208	 -0.58335753	  0.74637025
  0.07109409	  0.56699625	  0.82064662
 -0.60546371	 -0.72916847	  0.31894677
 -0.40975020	 -0.61240669	  0.67606421
 -0.39262194	 -0.05315267	  0.91816273
 -0.51082126	  0.03657097	  0.85890873
  0.24425374	  0.92926341	  0.27714549
 -0.55741244	  0.76994053	  0.31061704
  0.69373306	  0.64109043	  0.32823391
 -0.79443116	 -0.40578665	  0.45190300
 -0.57458778	 -0.79906757	  0.17703078
  0.49155651	 -0.38594161	  0.78065438
  0.40576186	  0.31625055	  0.85752137
  0.21599532	 -0.50733232	  0.83424214
 -0.15487815	 -0.37881231	  0.91242205
 -0.67883840	 -0.42391042	  0.59956517
  0.71818945	  0.35879655	  0.59621216
  0.49590597	 -0.82639329	  0.26674221
 -0.49613181	  0.18927550	  0.84736533
  0.67041587	 -0.50687638	  0.54186613
  0.97048832	 -0.18033585	  0.16009812
  0.59360585	  0.44591858	  0.66991695
  0.13456460	  0.75616138	  0.64040013
 -0.97113078	  0.16094850	  0.17606987
  0.84653760	 -0.00147310	  0.53232689
  0.37129058	  0.46632150	  0.80292438
 -0.24043332	  0.65724541	  0.71429706
 -0.55986177	  0.41473781	  0.71731956
 -0.51397356	  0.54994849	  0.65832198
  0.87987894	 -0.15493614	  0.44923027
 -0.55619456	  0.83039662	  0.03300097
 -0.07194339	  0.96027456	  0.26962367
 -0.12868202	 -0.08196285	  0.98829299
 -0.92445263	 -0.19775340	  0.32600755
  0.02191996	  0.12103728	  0.99240591
  0.12057268	 -0.73891578	  0.66292209
  0.80903090	 -0.13289462	  0.57254521
  0.77672271	 -0.41470267	  0.47405013
 -0.16265508	 -0.97922892	  0.12105387
 -0.01296866	  0.78104679	  0.62433783
  0.70070066	 -0.37404458	  0.60754361
 -0.24921067	  0.16278491	  0.95467016
  0.89338142	  0.11969483	  0.43306210
  0.52384242	  0.81631680	  0.24334338
  0.64965653	  0.15314581	  0.74464270
 -0.23726451	  0.83648621	  0.49395989
  0.96838015	 -0.05042639	  0.24432982
 -0.45073639	  0.67775479	  0.58093472
  0.27277429	 -0.70022059	  0.65976156
  0.91959259	 -0.02624590	  0.39199570
 -0.11281194	 -0.56208307	  0.81935102
 -0.52775835	 -0.51057688	  0.67880953
 -0.28033986	  0.53713498	  0.79554735
 -0.26774361	 -0.13949607	  0.95333845
  0.03841267	  0.67488585	  0.73692167
 -0.39132212	 -0.73464492	  0.55422364
  0.32692458	  0.59436068	  0.73474873
  0.70950812	  0.70060951	  0.07579276
 -0.03706018	  0.49057159	  0.87061246
 -0.39243629	 -0.91974680	  0.00771872
 -0.13537979	 -0.67485370	  0.72542732
 -0.62356561	 -0.03496467	  0.78098874
  0.08129649	 -0.95790367	  0.27533877
  0.86673306	 -0.29956855	  0.39878878
 -0.08315177	  0.85627434	  0.50978430
  0.94616859	  0.31543616	  0.07256056
 -0.87227309	  0.18706025	  0.45182753
  0.85603995	  0.38027277	  0.35012601
  0.06334257	 -0.55078563	  0.83223969
  0.42383537	  0.16041016	  0.89142143
  0.32301161	  0.93622731	  0.13835433
  0.13161276	 -0.98146097	  0.13932857
  0.43963507	 -0.79865014	  0.41094885
 -0.39486997	 -0.21070806	  0.89424819
 -0.39146069	  0.89523734	  0.21285823
 -0.78881546	 -0.58013567	  0.20300930
 -0.22049560	  0.31217071	  0.92408394
 -0.78502436	  0.27024321	  0.55740951
 -0.94652742	  0.32042428	  0.03760476
  0.89448758	 -0.44564617	  0.03593691
  0.16787056	  0.31219443	  0.93506904
  0.71831657	 -0.23073594	  0.65634003
  0.08952263	  0.95611463	  0.27898119
 -0.63353594	  0.66524857	  0.39506525
 -0.97204068	 -0.13794884	  0.19001849
  0.13468953	 -0.27579428	  0.95173328
  0.16047837	  0.90002224	  0.40522422
  0.53368902	  0.23612817	  0.81204650
  0.28019482	  0.71671249	  0.63860322
 -0.48701964	 -0.81949319	  0.30206419
 -0.31444839	  0.73271098	  0.60353693
 -0.68882546	 -0.69824439	  0.19486984
  0.72719596	 -0.66642394	  0.16451493
  0.44681745	  0.80658983	  0.38699744
 -0.26088594	  0.01175071	  0.96529811
 -0.09759243	 -0.85296506	  0.51276343
 -0.70938922	  0.19830668	  0.67634414
 -0.71518173	 -0.52356236	  0.46303082
 -0.87676211	  0.38990425	  0.28153663
  0.64837477	 -0.75830664	  0.06768454
  0.34799324	 -0.93667265	  0.03930714
 -0.72340642	  0.04792966	  0.68875678
 -0.06306092	 -0.96506408	  0.25431210
  0.93344252	 -0.17616800	  0.31248983
  0.15048761	 -0.12860722	  0.98021103
  0.26670335	 -0.94791878	  0.17412438
  0.21545785	  0.51942356	  0.82690815
 -0.17067440	  0.77274773	  0.61133558
  0.30008898	 -0.84747581	  0.43787140
 -0.83198985	  0.55208500	  0.05472692
  0.50351802	  0.38709418	  0.77241679
 -0.14365175	  0.98029873	  0.13556761
  0.38949043	 -0.30555792	  0.86886798
 -0.09872604	  0.69212189	  0.71499682
  0.74698974	 -0.66481553	  0.00516107
  0.09622902	  0.99520803	  0.01734809
  0.73306108	 -0.07463381	  0.67605565
 -0.88110599	 -0.10812855	  0.46039163
  0.98603142	  0.06778148	  0.15214372
  0.98272293	  0.17414483	  0.06268352
 -0.71216879	 -0.61854875	  0.33198351
 -0.76654464	 -0.31720585	  0.55838138
 -0.21507930	 -0.94183930	  0.25822400
  0.24823838	  0.96865680	  0.00903932
 -0.80732585	  0.12339161	  0.57706107
 -0.85000564	 -0.52094562	  0.07814143
  0.72705061	  0.53559061	  0.42958131
 -0.12086397	  0.06724291	  0.99038896
 -0.28863105	 -0.69804277	  0.65530787
  0.55003063	 -0.58335468	  0.59763167
 -0.37519517	 -0.50880509	  0.77481995
 -0.69781005	  0.54540548	  0.46432100
  0.94195374	 -0.31664947	  0.11160762
 -0.75587173	  0.63720660	  0.15041833
  0.81058643	  0.58271432	  0.05825516
  0.90842214	  0.35898985	  0.21423234
 -0.96997062	 -0.23240040	  0.07174291
 -0.01019126	 -0.32274112	  0.94643241
  0.16418018	  0.16578625	  0.97239899
  0.29008588	 -0.06749841	  0.95461728
 -0.43619832	  0.83383020	  0.33831674
  0.78155843	  0.40722444	  0.47258298
 -0.91636065	  0.24355516	  0.31774840
 -0.50730549	 -0.73945553	  0.44254566
  0.40927169	 -0.89821884	  0.16031096
 -0.97947892	  0.00648133	  0.20144241
 -0.74889947	  0.41205963	  0.51899561
  0.41723032	  0.65929223	  0.62550189
  0.61173550	 -0.31233344	  0.72679261
  0.57547679	  0.73384464	  0.36096884
 -0.18666053	  0.45250269	  0.87200869
